business_id,business_name,business_address,business_city,business_state,business_postal_code,business_latitude,business_longitude,business_location,business_phone_number,inspection_id,inspection_date,inspection_score,inspection_type,violation_id,violation_description,risk_category,neighborhoods,sf_find_neighborhoods,current_police_districts,current_supervisor_districts,analysis_neighborhoods
19094,Rigolo,3465 California St,San Francisco,CA,94118,37.786663,-122.451147,POINT (-122.451147 37.786663),Unknown,19094_20180222,2018-02-22,90.0,Routine - Unscheduled,19094_20180222_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,11.0,11.0,8.0,6.0,31.0
1154,Sunflower Restaurant,506 Valencia St,San Francisco,CA,94103,37.764678,-122.421905,POINT (-122.421905 37.764678),14155625023.0,1154_20190327,2019-03-27,46.0,Routine - Unscheduled,1154_20190327_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,37.0,37.0,3.0,5.0,20.0
1636,Axum,698 Haight St,San Francisco,CA,94117,37.771738,-122.433583,POINT (-122.433583 37.771738),14155257912.0,1636_20181003,2018-10-03,88.0,Routine - Unscheduled,1636_20181003_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,26.0,26.0,4.0,11.0,3.0
36758,Uva Enoteca,568 Haight St,San Francisco,CA,94117,37.771988,-122.431564,POINT (-122.431564 37.771988),Unknown,36758_20181003,2018-10-03,89.0,Routine - Unscheduled,36758_20181003_103120,Moderate risk food holding temperature,Moderate Risk,26.0,26.0,4.0,11.0,9.0
2926,Luques Restaurant & Bar,433 Powell St,San Francisco,CA,94102,37.788673,-122.408524,POINT (-122.408524 37.788673),Unknown,2926_20170316,2017-03-16,82.0,Routine - Unscheduled,2926_20170316_103139,Improper food storage,Low Risk,19.0,19.0,6.0,3.0,21.0
39481,Mateo'S Bay Area Hot Dogs,833 Bryant St,San Francisco,CA,Unknown,None,None,None,14155889291.0,39481_20181019,2018-10-19,71.0,Routine - Unscheduled,39481_20181019_103172,Mobile food facility with unapproved operating conditions,High Risk,,,,,
80361,Tadu Ethiopian Kitchen,484 Ellis St,San Francisco,CA,Unknown,None,None,None,14150284906.0,80361_20180305,2018-03-05,94.0,Routine - Unscheduled,80361_20180305_103139,Improper food storage,Low Risk,,,,,
80493,Mythic Pizza,551 Haight St,San Francisco,CA,94117,None,None,None,14155861999.0,80493_20180807,2018-08-07,87.0,Complaint,80493_20180807_103103,High risk food holding temperature,High Risk,,,,,
81317,El Buen Comer,3435 Mission St,San Francisco,CA,Unknown,None,None,None,14155758652.0,81317_20190730,2019-07-30,81.0,Routine - Unscheduled,81317_20190730_103105,Improper cooling methods,High Risk,,,,,
81839,Vietnam House,642 Eddy St,San Francisco,CA,94109,None,None,None,Unknown,81839_20170222,2017-02-22,75.0,Routine - Unscheduled,81839_20170222_103132,Improper thawing methods,Moderate Risk,,,,,
81894,Tycoon Cafe & Restaurant,620 O'Farrell St,San Francisco,CA,94109,None,None,None,Unknown,81894_20170724,2017-07-24,87.0,Reinspection/Followup,81894_20170724_103114,High risk vermin infestation,High Risk,,,,,
82048,Proper Food,100 Montgomery St #116,San Francisco,CA,94104,None,None,None,Unknown,82048_20190318,2019-03-18,92.0,Routine - Unscheduled,82048_20190318_103156,Permit license or inspection report not posted,Low Risk,,,,,
82394,Senor Sisig #4,Off The Grid,San Francisco,CA,Unknown,None,None,None,Unknown,82394_20170426,2017-04-26,90.0,Routine - Unscheduled,82394_20170426_103118,Employee eating or smoking,Moderate Risk,,,,,
82656,The Pin Up,772 Folsom St,San Francisco,CA,94107,None,None,None,Unknown,82656_20170411,2017-04-11,81.0,Routine - Unscheduled,82656_20170411_103157,Food safety certificate or food handler card not available,Low Risk,,,,,
83804,Wise Sons Delicatessen,1520 Fillmore St,San Francisco,CA,94115,None,None,None,Unknown,83804_20180508,2018-05-08,81.0,Routine - Unscheduled,83804_20180508_103150,Improper or defective plumbing,Low Risk,,,,,
83945,Z. Cioccolato,474 Columbus Ave,San Francisco,CA,94133,None,None,None,Unknown,83945_20180228,2018-02-28,96.0,Routine - Unscheduled,83945_20180228_103154,Unclean or degraded floors walls or ceilings,Low Risk,,,,,
84338,Tacos El Gondo,Off The Grid,San Francisco,CA,Unknown,None,None,None,Unknown,84338_20161007,2016-10-07,88.0,Routine - Unscheduled,84338_20161007_103133,Foods not protected from contamination,Moderate Risk,,,,,
84971,Cafe Med,201 Pine St,San Francisco,CA,94104,None,None,None,Unknown,84971_20190206,2019-02-06,87.0,Complaint,84971_20190206_103120,Moderate risk food holding temperature,Moderate Risk,,,,,
85925,New Heng Fung Inc,2444 Noriega St,San Francisco,CA,94122,None,None,None,14155740221.0,85925_20180925,2018-09-25,87.0,Complaint,85925_20180925_103139,Improper food storage,Low Risk,,,,,
86138,Baladie Cafe,337 Kearny St,San Francisco,CA,94108,None,None,None,Unknown,86138_20190403,2019-04-03,67.0,Routine - Unscheduled,86138_20190403_103114,High risk vermin infestation,High Risk,,,,,
87338,Lemonade,781 Mission St,San Francisco,CA,94103,None,None,None,Unknown,87338_20171106,2017-11-06,87.0,Complaint,87338_20171106_103156,Permit license or inspection report not posted,Low Risk,,,,,
87613,Tommy'S Joynt,1101 Geary Blvd,San Francisco,CA,94109,None,None,None,Unknown,87613_20180618,2018-06-18,87.0,Complaint,87613_20180618_103114,High risk vermin infestation,High Risk,,,,,
87791,Maple Restaurant,5820 Mission St,San Francisco,CA,94112,None,None,None,Unknown,87791_20190604,2019-06-04,70.0,Routine - Unscheduled,87791_20190604_103132,Improper thawing methods,Moderate Risk,,,,,
87927,K-Oz Restaurant Brewery,121 7th St.,San Francisco,CA,94103,None,None,None,Unknown,87927_20190521,2019-05-21,87.0,Routine - Unscheduled,87927_20190521_103105,Improper cooling methods,High Risk,,,,,
88574,Teaspoon,2125 Polk St,San Francisco,CA,94109,None,None,None,Unknown,88574_20161121,2016-11-21,86.0,Routine - Unscheduled,88574_20161121_103131,Moderate risk vermin infestation,Moderate Risk,,,,,
88780,Commissary: Sabella And Latorre Seafoods,Pier 45  Shed B,San Francisco,CA,94133,None,None,None,Unknown,88780_20171218,2017-12-18,92.0,Routine - Unscheduled,88780_20171218_103150,Improper or defective plumbing,Low Risk,,,,,
88799,Village House,3398 Balboa St A,San Francisco,CA,94121,None,None,None,14155526655.0,88799_20170918,2017-09-18,87.0,Complaint,88799_20170918_103139,Improper food storage,Low Risk,,,,,
89128,The Bird,115 New Montgomery St,San Francisco,CA,94105,None,None,None,Unknown,89128_20190717,2019-07-17,92.0,Routine - Unscheduled,89128_20190717_103161,Low risk vermin infestation,Low Risk,,,,,
89648,Zaoh Restaurant,1555 Mission St,San Francisco,CA,94103,None,None,None,Unknown,89648_20170112,2017-01-12,87.0,New Ownership,89648_20170112_103144,Unapproved or unmaintained equipment or utensils,Low Risk,,,,,
89847,Mission Asia Noodle,5249 Mission St.,San Francisco,CA,94112,None,None,None,Unknown,89847_20170802,2017-08-02,87.0,New Ownership,89847_20170802_103133,Foods not protected from contamination,Moderate Risk,,,,,
90015,Laundre,2401 Mission St,San Francisco,CA,94110,None,None,None,Unknown,90015_20171130,2017-11-30,98.0,Routine - Unscheduled,90015_20171130_103157,Food safety certificate or food handler card not available,Low Risk,,,,,
91828,Old Ship,298 Pacific Ave,San Francisco,CA,94111,None,None,None,Unknown,91828_20170627,2017-06-27,79.0,Routine - Unscheduled,91828_20170627_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,,,,,
91847,Home Skillet Sf,1001 Market St.,San Francisco,CA,94103,None,None,None,Unknown,91847_20180208,2018-02-08,88.0,Routine - Unscheduled,91847_20180208_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,,,,,
91984,Cha Cha Cha,1801 Haight St,San Francisco,CA,94117,None,None,None,Unknown,91984_20190627,2019-06-27,87.0,Complaint,91984_20190627_103147,Inadequate ventilation or lighting,Low Risk,,,,,
92174,Bandit,683 Geary St,San Francisco,CA,94102,None,None,None,Unknown,92174_20190207,2019-02-07,90.0,Routine - Unscheduled,92174_20190207_103139,Improper food storage,Low Risk,,,,,
92352,Khamsa,1503 15th St.,San Francisco,CA,94103,None,None,None,Unknown,92352_20171127,2017-11-27,79.0,Routine - Unscheduled,92352_20171127_103103,High risk food holding temperature,High Risk,,,,,
92568,Chennai Kings,418 Beach St,San Francisco,CA,94133,None,None,None,Unknown,92568_20190318,2019-03-18,75.0,Routine - Unscheduled,92568_20190318_103132,Improper thawing methods,Moderate Risk,,,,,
93289,Bluestone Lane,227 Front St,San Francisco,CA,94111,None,None,None,Unknown,93289_20171221,2017-12-21,83.0,Routine - Unscheduled,93289_20171221_103144,Unapproved or unmaintained equipment or utensils,Low Risk,,,,,
93835,Japanese House,480 6th St,San Francisco,CA,94103,None,None,None,Unknown,93835_20190312,2019-03-12,82.0,Routine - Unscheduled,93835_20190312_103139,Improper food storage,Low Risk,,,,,
94590,City Produce,174 06th St,San Francisco,CA,94103,None,None,None,Unknown,94590_20190905,2019-09-05,96.0,Routine - Unscheduled,94590_20190905_103139,Improper food storage,Low Risk,,,,,
94654,94654 Derby Grill/Tony'S Pizza,24 Willie Mays Pl Rm 2103,San Francisco,CA,Unknown,None,None,None,Unknown,94654_20180326,2018-03-26,94.0,Routine - Unscheduled,94654_20180326_103139,Improper food storage,Low Risk,,,,,
94706,Agricole Ii,355 11th St suite 100,San Francisco,CA,94103,None,None,None,Unknown,94706_20190909,2019-09-09,77.0,Routine - Unscheduled,94706_20190909_103131,Moderate risk vermin infestation,Moderate Risk,,,,,
94944,Equator Coffees,222 02nd St,San Francisco,CA,94105,None,None,None,Unknown,94944_20180212,2018-02-12,94.0,Routine - Unscheduled,94944_20180212_103129,Insufficient hot water or running water,Moderate Risk,,,,,
95841,The Korean Kitchen,1220 09th Ave,San Francisco,CA,95122,None,None,None,Unknown,95841_20181026,2018-10-26,87.0,Complaint,95841_20181026_103131,Moderate risk vermin infestation,Moderate Risk,,,,,
97200,Doppio Zero,395 Hayes St,San Francisco,CA,94102,None,None,None,Unknown,97200_20190123,2019-01-23,86.0,Routine - Unscheduled,97200_20190123_103133,Foods not protected from contamination,Moderate Risk,,,,,
97277,Oye Managua,3385 Mission St,San Francisco,CA,94110,None,None,None,Unknown,97277_20190617,2019-06-17,85.0,Routine - Unscheduled,97277_20190617_103103,High risk food holding temperature,High Risk,,,,,
97469,Fat Beli Deli,2598 San Bruno Ave,San Francisco,CA,94134,None,None,None,14155630049.0,97469_20190114,2019-01-14,84.0,Routine - Unscheduled,97469_20190114_103150,Improper or defective plumbing,Low Risk,,,,,
97735,Pushcart Fare,3224 22nd St,San Francisco,CA,94110,None,None,None,14155609788.0,97735_20190910,2019-09-10,79.0,Routine - Unscheduled,97735_20190910_103132,Improper thawing methods,Moderate Risk,,,,,
98071,Bobo'S Bistro,600 YORK St,San Francisco,CA,94110,None,None,None,Unknown,98071_20181129,2018-11-29,91.0,Routine - Unscheduled,98071_20181129_103105,Improper cooling methods,High Risk,,,,,
100126,Lamas Peruvian Food Truck,Private Location,San Francisco,CA,Unknown,None,None,None,Unknown,100126_20190403,2019-04-03,85.0,Routine - Unscheduled,100126_20190403_103105,Improper cooling methods,High Risk,,,,,
2131,Dragon Well,2142 CHESTNUT St,San Francisco,CA,94123,37.800528,-122.438664,POINT (-122.438664 37.800528),Unknown,2131_20171214,2017-12-14,92.0,Routine - Unscheduled,2131_20171214_103139,Improper food storage,Low Risk,17.0,17.0,4.0,6.0,13.0
14740,Eggette Cafe,3136 Noriega St,San Francisco,CA,94122,37.753338,-122.497572,POINT (-122.497572 37.753338),Unknown,14740_20190920,2019-09-20,98.0,Routine - Unscheduled,14740_20190920_103154,Unclean or degraded floors walls or ceilings,Low Risk,39.0,39.0,10.0,7.0,35.0
7764,Yasukochi'S Sweet Shop,1790 SUTTER St,San Francisco,CA,94115,37.78659,-122.429815,POINT (-122.429815 37.78659),14155938165.0,7764_20180718,2018-07-18,90.0,Routine - Unscheduled,7764_20180718_103154,Unclean or degraded floors walls or ceilings,Low Risk,101.0,101.0,4.0,11.0,30.0
37482,Bursa,60 West Portal Ave.,San Francisco,CA,94127,37.740144,-122.466569,POINT (-122.466569 37.740144),14155564006.0,37482_20180222,2018-02-22,92.0,Routine - Unscheduled,37482_20180222_103120,Moderate risk food holding temperature,Moderate Risk,46.0,46.0,10.0,8.0,41.0
10373,El Tonayense #1,1717 Harrison St,San Francisco,CA,Unknown,37.769426,-122.413446,POINT (-122.413446 37.769426),14155556127.0,10373_20170724,2017-07-24,79.0,Routine - Unscheduled,10373_20170724_103102,Unclean hands or improper use of gloves,High Risk,53.0,53.0,3.0,2.0,20.0
101430,Izakaya Mayumi,2221 CLEMENT ST,San Francisco,CA,94121,None,None,None,14155516475.0,101430_20190930,2019-09-30,96.0,Routine - Unscheduled,101430_20190930_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,,,,,
5869,Visitacion Valley Elementary School,55 SCHWERIN St,San Francisco,CA,94134,None,None,None,14155464796.0,5869_20181024,2018-10-24,100.0,Routine - Unscheduled,Unknown,Unknown,Not Specified,,,,,
66698,Stanley'S Steamers,Macys - Geary Entrance,San Francisco,CA,Unknown,0.0,0.0,None,Unknown,66698_20190710,2019-07-10,87.0,Structural Inspection,Unknown,Unknown,Not Specified,,,,,
67564,Ithai,720 Post St,San Francisco,CA,94109,37.787691,-122.413717,POINT (-122.413717 37.787691),Unknown,67564_20180511,2018-05-11,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,50.0,50.0,6.0,3.0,21.0
68148,Sheng Kee Bakery & Cafe,814-816 Irving St,San Francisco,CA,94122,None,None,None,Unknown,68148_20180330,2018-03-30,87.0,Complaint,Unknown,Unknown,Not Specified,,,,,
68269,Walgreens #1126,1979 MISSION St,San Francisco,CA,94103,None,None,None,14155558749.0,68269_20180724,2018-07-24,87.0,Complaint,Unknown,Unknown,Not Specified,,,,,
71469,Papa John'S Pizza,969 Sutter St,San Francisco,CA,94109,None,None,None,Unknown,71469_20180726,2018-07-26,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,,,,,
77548,Poc-Chuc Restaurant,2886 16th St,San Francisco,CA,94103,None,None,None,Unknown,77548_20180223,2018-02-23,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,,,,,
80253,Raavi,533 Jackson St,San Francisco,CA,94133,None,None,None,Unknown,80253_20170224,2017-02-24,87.0,Complaint,Unknown,Unknown,Not Specified,,,,,
81383,Sammy'S Cafe,1416 Bush St,San Francisco,CA,94109,None,None,None,Unknown,81383_20161107,2016-11-07,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,,,,,
82963,Anzu To You,428 11th St,San Francisco,CA,Unknown,None,None,None,Unknown,82963_20170728,2017-07-28,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,,,,,
85550,Ijji,252 Divisadero St,San Francisco,CA,94117,None,None,None,Unknown,85550_20190131,2019-01-31,87.0,Non-inspection site visit,Unknown,Unknown,Not Specified,,,,,
86885,Franklin Market,2836 Franklin St,San Francisco,CA,94123,None,None,None,Unknown,86885_20170907,2017-09-07,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,,,,,
88155,Limon Rotisserie,Off The Grid,San Francisco,CA,Unknown,None,None,None,Unknown,88155_20161004,2016-10-04,87.0,New Construction,Unknown,Unknown,Not Specified,,,,,
88500,Split Bread,2300 Polk St,San Francisco,CA,94109,None,None,None,Unknown,88500_20161110,2016-11-10,87.0,New Ownership,Unknown,Unknown,Not Specified,,,,,
89751,Fisherman'S Grotto,2847 Taylor St,San Francisco,CA,94133,None,None,None,Unknown,89751_20170928,2017-09-28,87.0,New Construction,Unknown,Unknown,Not Specified,,,,,
89968,The Riddler,528 Laguna St,San Francisco,CA,94102,None,None,None,Unknown,89968_20170104,2017-01-04,87.0,New Ownership,Unknown,Unknown,Not Specified,,,,,
90583,Mixt Greens/Mixt,51 Yerba Buena Lane,San Francisco,CA,94105,None,None,None,Unknown,90583_20180223,2018-02-23,87.0,Complaint,Unknown,Unknown,Not Specified,,,,,
91502,Robin,620 Gough St,San Francisco,CA,94102,None,None,None,Unknown,91502_20170705,2017-07-05,87.0,New Construction,Unknown,Unknown,Not Specified,,,,,
92225,Native Co.,163 02nd St,San Francisco,CA,94105,None,None,None,Unknown,92225_20190830,2019-08-30,87.0,Reinspection/Followup,Unknown,Unknown,Not Specified,,,,,
97896,An Chi,5827 Geary Blvd,San Francisco,CA,94121,None,None,None,Unknown,97896_20181205,2018-12-05,87.0,New Ownership,Unknown,Unknown,Not Specified,,,,,
101393,Ron'S Pit Stop Bbq,103 HORNE AVE,San Francisco,CA,94124,None,None,None,Unknown,101393_20190624,2019-06-24,87.0,New Ownership,Unknown,Unknown,Not Specified,,,,,
39295,Warfield Theatre/F & B Associates,982 Market St,San Francisco,CA,94102,37.782583,-122.409919,POINT (-122.409919 37.782583),Unknown,39295_20180207,2018-02-07,94.0,Routine - Unscheduled,39295_20180207_103145,Improper storage of equipment utensils or linens,Low Risk,20.0,20.0,5.0,10.0,34.0
33920,Lalita Thai Restaurant & Bar,96 McAllister St,San Francisco,CA,94102,37.780989,-122.413686,POINT (-122.413686 37.780989),Unknown,33920_20170927,2017-09-27,84.0,Routine - Unscheduled,33920_20170927_103118,Employee eating or smoking,Moderate Risk,20.0,20.0,5.0,10.0,36.0
102577,El Toro,2470 SAN BRUNO AVENUE,San Francisco,CA,94134,None,None,None,14150596286.0,102577_20190926,2019-09-26,87.0,New Ownership,Unknown,Unknown,Not Specified,,,,,
36348,El Tepa,2198 Folsom St,San Francisco,CA,94110,37.762217,-122.415035,POINT (-122.415035 37.762217),Unknown,36348_20191002,2019-10-02,77.0,Routine - Unscheduled,36348_20191002_103131,Moderate risk vermin infestation,Moderate Risk,53.0,53.0,3.0,2.0,20.0
1289,Orphan Andy'S,3991 A 17th St,San Francisco,CA,94114,37.758132,-122.435614,POINT (-122.435614 37.758132),Unknown,1289_20161206,2016-12-06,94.0,Routine - Unscheduled,1289_20161206_103133,Foods not protected from contamination,Moderate Risk,115.0,115.0,3.0,5.0,5.0
4868,Nabila'S Hayes Valley Health Food,559 HAYES St,San Francisco,CA,94102,37.776524,-122.425607,POINT (-122.425607 37.776524),Unknown,4868_20170706,2017-07-06,90.0,Routine - Unscheduled,4868_20170706_103145,Improper storage of equipment utensils or linens,Low Risk,22.0,22.0,4.0,11.0,9.0
409,El Faro,82 01st St,San Francisco,CA,94105,37.788613,-122.393894,POINT (-122.393894 37.788613),Unknown,409_20170627,2017-06-27,83.0,Routine - Unscheduled,409_20170627_103144,Unapproved or unmaintained equipment or utensils,Low Risk,32.0,32.0,1.0,10.0,8.0
35565,Daldas Market,200 Eddy St,San Francisco,CA,94102,37.784148,-122.411224,POINT (-122.411224 37.784148),Unknown,35565_20170905,2017-09-05,87.0,Routine - Unscheduled,35565_20170905_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20.0,20.0,5.0,10.0,36.0
60518,Ninki Sushi Bar & Restaurant,1439 TARAVAL St,San Francisco,CA,94116,37.742743,-122.481749,POINT (-122.481749 37.742743),Unknown,60518_20170824,2017-08-24,78.0,Routine - Unscheduled,60518_20170824_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,40.0,40.0,10.0,7.0,35.0
64454,Sushirrito,59 New Montgomery St,San Francisco,CA,94105,37.787925,-122.400953,POINT (-122.400953 37.787925),Unknown,64454_20190625,2019-06-25,80.0,Routine - Unscheduled,64454_20190625_103105,Improper cooling methods,High Risk,108.0,108.0,6.0,10.0,8.0
60355,Taqueria Castillo B,86 McAllister St,San Francisco,CA,94102,37.780994,-122.413637,POINT (-122.413637 37.780994),Unknown,60355_20170927,2017-09-27,88.0,Routine - Unscheduled,60355_20170927_103133,Foods not protected from contamination,Moderate Risk,20.0,20.0,5.0,10.0,36.0
510,Donut Time,2401 Noriega St,San Francisco,CA,94122,37.753633,-122.48954,POINT (-122.48954 37.753633),Unknown,510_20161109,2016-11-09,87.0,Routine - Unscheduled,510_20161109_103120,Moderate risk food holding temperature,Moderate Risk,39.0,39.0,10.0,7.0,35.0
73,Santino'S Vino,2101 Fillmore St,San Francisco,CA,94115,37.788932,-122.433895,POINT (-122.433895 37.788932),Unknown,73_20171129,2017-11-29,88.0,Routine - Unscheduled,73_20171129_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,102.0,102.0,4.0,6.0,30.0
